Customer ID,Recency,Frequency,Monetary,Churned,Avg_Order_Value,Std_Order_Value,Total_Items,Unique_Products,Avg_Items_Per_Order,Total_Orders,Tenure,Avg_Days_Between_Orders,Cancellation_Count,Cancelled_Value,Is_UK,Cancel_Rate,Churn_Probability,Predicted_CLV,Action,Has_Cancelled
12370,95,6,3577.28,0,20.67791907514451,22.460424581667237,2224,150,12.855491329479769,6,489,65.66666666666667,0,0.0,0,0.0,0.235,295.60200473333623,Protect & Reward,0
12371,229,3,2179.42,0,20.95596153846154,24.047196131460197,845,91,8.125,3,465,78.33333333333333,0,0.0,0,0.0,0.235,43.988217132943014,Nurture & Grow,0
12372,33,2,914.9200000000001,0,23.45948717948718,15.886150530492367,592,32,15.179487179487179,2,117,41.5,0,0.0,0,0.0,0.07,102.45033844638257,Nurture & Grow,0
12373,131,3,1127.65,1,22.110784313725492,15.199579973556805,516,36,10.117647058823529,3,494,120.66666666666667,0,0.0,0,0.0,0.915,13.637457243882228,Low-Cost Re-engage,0
12374,241,3,2246.29,0,44.9258,30.524435316443693,1020,47,20.4,3,408,55.333333333333336,0,0.0,0,0.0,0.185,44.71394917361194,Nurture & Grow,0
12376,210,2,503.15,1,38.70384615384615,30.96811842806015,240,11,18.46153846153846,2,238,14.0,0,0.0,0,0.0,0.875,7.895738657865287,Low-Cost Re-engage,0
12377,135,4,3426.32,1,22.54157894736842,15.27969332002416,2105,129,13.848684210526315,4,409,68.5,0,0.0,0,0.0,0.805,149.38965799220432,Priority Retention,0
12378,382,1,1407.7,0,17.167073170731708,7.3871587761942274,787,82,9.597560975609756,1,382,0.0,0,0.0,0,0.0,0.28,6.024896063009933,Nurture & Grow,0
12379,242,2,767.98,0,18.73121951219512,7.948060202062499,408,37,9.951219512195122,2,355,56.0,0,0.0,0,0.0,0.465,12.274650480894445,Nurture & Grow,0
12380,6,8,7559.04,0,36.16765550239234,106.35594472624236,2521,125,12.062200956937799,8,483,59.5,3,1784.05,0,0.375,0.045,1049.6088180703305,Protect & Reward,1
12383,5,5,1850.56,1,18.69252525252525,12.680055152091024,1532,84,15.474747474747474,5,172,33.4,1,11.25,0,0.2,0.62,427.28512970897464,Priority Retention,1
12385,199,1,1938.4,1,29.821538461538463,34.521105375496795,612,65,9.415384615384616,1,199,0.0,1,15.0,0,1.0,0.855,28.45449166439684,Low-Cost Re-engage,1
12386,158,2,401.9,1,40.19,22.821064830546362,354,10,35.4,2,187,14.5,0,0.0,0,0.0,0.815,11.757616753754087,Low-Cost Re-engage,0
12387,235,1,143.94,1,15.993333333333332,7.73424850906667,134,9,14.88888888888889,1,235,0.0,0,0.0,0,0.0,0.945,2.400538272369622,Low-Cost Re-engage,0
12388,95,5,1886.7,0,23.292592592592595,14.731343012245844,870,52,10.74074074074074,5,402,61.4,0,0.0,0,0.0,0.085,207.55433096722317,Protect & Reward,0
12389,223,3,1433.33,1,29.251632653061222,31.130745142258405,614,41,12.53061224489796,3,476,84.33333333333333,0,0.0,0,0.0,0.84,14.535783686073083,Low-Cost Re-engage,0
12391,285,5,2285.18,0,13.133218390804597,16.830897028512755,911,159,5.235632183908046,5,483,39.6,1,25.599999999999998,0,0.2,0.43,30.072521407636405,Nurture & Grow,1
12392,411,1,234.75000000000003,1,33.53571428571429,25.706560678254146,73,7,10.428571428571429,1,411,0.0,0,0.0,0,0.0,0.965,0.9938433713108225,Low-Cost Re-engage,0
12393,66,5,1877.95,0,22.901829268292683,16.968464659737556,1017,53,12.402439024390244,5,248,36.4,1,22.7,0,0.2,0.03,337.5154383240092,Protect & Reward,1
12394,37,1,381.08,0,18.146666666666665,7.236679717476334,182,21,8.666666666666666,1,37,0.0,0,0.0,0,0.0,0.47,31.932704483124976,Nurture & Grow,0
12395,32,9,3272.26,0,19.83187878787879,13.281411528159952,2578,117,15.624242424242425,9,423,43.333333333333336,2,17.8,0,0.2222222222222222,0.01,544.459378085077,Protect & Reward,1
12396,494,1,931.4300000000001,1,14.329692307692309,3.5209391366290546,591,65,9.092307692307692,1,494,0.0,0,0.0,0,0.0,0.865,2.431962329321426,Low-Cost Re-engage,0
12399,3,6,1752.68,0,17.88448979591837,9.21192952715645,2023,58,20.642857142857142,6,465,76.83333333333333,0,0.0,0,0.0,0.065,319.3205450827608,Protect & Reward,0
12400,234,1,205.25,1,18.65909090909091,5.161628530891107,91,11,8.272727272727273,1,234,0.0,0,0.0,0,0.0,0.86,4.444129774177612,Low-Cost Re-engage,0
12401,123,1,84.3,1,16.86,5.419340365764086,11,5,2.2,1,123,0.0,0,0.0,0,0.0,0.875,2.095582241767842,Low-Cost Re-engage,0
12402,143,6,1256.9,1,17.955714285714286,5.5016436467418535,584,43,8.342857142857143,6,491,57.833333333333336,1,12.75,0,0.16666666666666666,0.875,25.497299282271236,Low-Cost Re-engage,1
12403,342,1,591.6600000000001,0,147.91500000000002,111.78394920559928,164,4,41.0,1,342,0.0,0,0.0,0,0.0,0.265,7.972213967225394,Nurture & Grow,0
12404,502,1,63.24,1,63.24,0.0,1,1,1.0,1,502,0.0,0,0.0,0,0.0,0.985,0.903315880709246,Low-Cost Re-engage,0
12406,4,4,4596.31,0,41.784636363636366,37.189233932803155,2391,81,21.736363636363638,4,517,128.25,1,183.6,0,0.25,0.13,570.524534775363,Protect & Reward,1
12407,56,2,495.96,0,18.36888888888889,7.250849463939928,419,23,15.518518518518519,2,84,14.0,0,0.0,0,0.0,0.135,38.7436441756938,Nurture & Grow,0
12408,80,5,2289.81,0,25.442333333333334,23.771291298539083,1176,66,13.066666666666666,5,318,47.6,4,44.480000000000004,0,0.8,0.065,357.59355704396734,Protect & Reward,1
12409,3,5,18553.7,0,84.72009132420092,50.136574373404066,10734,165,49.013698630136986,5,385,76.4,2,313.08000000000004,0,0.4,0.065,3069.94157885026,Protect & Reward,1
12410,129,3,1013.71,1,25.342750000000002,24.88181613738981,341,36,8.525,3,322,64.33333333333333,1,12.25,0,0.3333333333333333,0.5,16.907766496381655,Nurture & Grow,1
12411,230,1,346.9,1,15.768181818181818,10.704444398011972,138,22,6.2727272727272725,1,230,0.0,0,0.0,0,0.0,0.925,5.319289052211677,Low-Cost Re-engage,0
12412,222,3,1370.05,0,20.758333333333333,16.02146335228833,1168,50,17.696969696969695,3,359,45.666666666666664,2,15.899999999999999,0,0.6666666666666666,0.145,30.740298212604728,Nurture & Grow,1
12413,56,3,805.25,0,19.640243902439025,11.20656737984582,238,37,5.804878048780488,3,222,55.333333333333336,2,63.95,0,0.6666666666666666,0.21,26.984442818355532,Nurture & Grow,1
12414,37,6,952.4100000000001,1,34.01464285714286,32.04963378564022,495,21,17.678571428571427,6,284,41.0,2,260.0,0,0.3333333333333333,0.775,49.822946762766286,Low-Cost Re-engage,1
12415,23,14,70427.74,0,144.3191393442623,144.3399062377691,46152,295,94.57377049180327,14,348,23.142857142857142,2,593.7,0,0.14285714285714285,0.04,12298.305695710202,Protect & Reward,1
12416,477,1,202.56,1,18.414545454545454,6.88728155898445,132,11,12.0,1,477,0.0,0,0.0,0,0.0,1.0,0.5827404751795409,Low-Cost Re-engage,0
12417,7,16,5046.58,0,18.691037037037038,10.183371442658053,2037,210,7.544444444444444,16,554,34.125,6,88.75,0,0.375,0.01,1138.1173039030323,Protect & Reward,1
12418,234,3,1352.62,0,19.891470588235293,18.942430163304266,681,61,10.014705882352942,3,450,72.0,1,4.25,0,0.3333333333333333,0.215,16.274666532055384,Nurture & Grow,1
12419,206,2,503.01,1,20.1204,17.157376567140638,231,23,9.24,2,234,13.5,0,0.0,0,0.0,0.92,7.811296295070595,Low-Cost Re-engage,0
12421,139,3,449.01,0,14.484193548387097,6.663909150137803,272,27,8.774193548387096,3,325,62.0,1,5.0,0,0.3333333333333333,0.53,10.599368390769932,Low-Cost Re-engage,1
12422,145,15,4666.74,0,31.963972602739723,65.61114385455184,2339,113,16.02054794520548,15,542,26.4,4,1112.45,0,0.26666666666666666,0.39,110.11403711412188,Nurture & Grow,1
12423,12,8,2214.77,0,16.285073529411765,8.287497678571691,1441,113,10.595588235294118,8,286,34.125,0,0.0,0,0.0,0.095,534.6490324138173,Protect & Reward,0
12424,243,2,1579.07,0,25.468870967741935,16.40584792826548,1285,59,20.725806451612904,2,368,62.5,3,50.25,0,1.5,0.185,42.67986580247822,Nurture & Grow,1
12425,268,1,964.21,0,17.53109090909091,8.399744192032427,651,55,11.836363636363636,1,268,0.0,1,60.6,0,1.0,0.77,9.191724845465046,Low-Cost Re-engage,1
12426,15,2,1345.21,1,17.470259740259742,10.276329594346771,584,73,7.584415584415584,2,483,234.0,1,33.800000000000004,0,0.5,0.81,31.258288188938618,Low-Cost Re-engage,1
12427,192,1,303.5,0,30.35,21.578191150634787,79,10,7.9,1,192,0.0,1,56.95,0,1.0,0.285,5.915490568930819,Nurture & Grow,1
12428,63,6,6310.54,0,26.85336170212766,46.87478125050977,2773,228,11.8,6,104,6.833333333333333,2,74.31,0,0.3333333333333333,0.035,1115.0042958460513,Protect & Reward,1
12429,48,6,4173.49,0,43.02567010309278,41.04961634278735,1985,86,20.463917525773194,6,366,53.0,1,50.4,0,0.16666666666666666,0.02,664.1818187902579,Protect & Reward,1
12431,21,19,7103.3,0,24.836713286713287,26.877178678593044,2968,198,10.377622377622378,19,514,25.94736842105263,5,100.4,0,0.2631578947368421,0.005,1585.7806185915213,Protect & Reward,1
12433,186,5,7205.39,0,25.19367132867133,20.648601383765232,6045,163,21.136363636363637,5,297,22.0,1,152.4,0,0.2,0.14,215.95101590525553,Protect & Reward,1
12434,80,2,583.54,0,16.209444444444443,6.763731828951253,215,34,5.972222222222222,2,201,60.0,2,40.95,0,1.0,0.205,23.169495989479348,Nurture & Grow,1
12435,88,5,10075.03,0,106.05294736842106,138.996504417042,3782,81,39.810526315789474,5,557,93.8,0,0.0,0,0.0,0.085,593.7155730371755,Protect & Reward,0
12437,19,29,9707.08,0,22.111799544419135,17.38531173450291,6362,228,14.492027334851937,29,557,18.551724137931036,8,288.54999999999995,0,0.27586206896551724,0.02,2137.140188500832,Protect & Reward,1
12439,503,2,1142.88,1,16.096901408450705,4.818800263121012,478,69,6.732394366197183,2,546,21.5,1,53.7,0,0.5,0.885,2.324256851239558,Low-Cost Re-engage,1
12440,282,2,859.2,1,26.85,16.40073975514913,331,21,10.34375,2,538,127.5,1,91.05,0,0.5,0.85,6.9655711377705325,Low-Cost Re-engage,1
12441,187,1,173.55,1,15.77727272727273,4.004083143265363,121,11,11.0,1,187,0.0,0,0.0,0,0.0,0.955,3.3558526828658493,Low-Cost Re-engage,0
12443,552,1,485.31,1,23.11,23.904962037200562,182,21,8.666666666666666,1,552,0.0,0,0.0,0,0.0,0.905,3.268568343328176,Low-Cost Re-engage,0
12445,241,1,301.58000000000004,0,15.079000000000002,5.382590747762154,144,20,7.2,1,241,0.0,1,8.5,0,1.0,0.26,4.746572616637694,Nurture & Grow,1
12447,63,1,476.49,1,18.326538461538462,7.176101973805942,190,26,7.3076923076923075,1,63,0.0,0,0.0,0,0.0,0.76,24.896692399901657,Low-Cost Re-engage,0
12449,7,3,1627.53,0,28.060862068965516,32.46425328494501,1119,57,19.29310344827586,3,259,83.66666666666667,0,0.0,0,0.0,0.07,140.0841127759657,Protect & Reward,0
12450,219,3,490.32,0,16.90758620689655,6.0136313341158605,314,25,10.827586206896552,3,294,25.0,2,21.25,0,0.6666666666666666,0.205,9.999670580560398,Nurture & Grow,1
12451,38,5,8942.18,0,25.403920454545457,21.10954799362314,6889,259,19.571022727272727,5,349,62.2,1,21.35,0,0.2,0.115,1484.3297164368469,Protect & Reward,1
12454,216,4,13151.44,0,526.0576,201.0882665497915,6697,9,267.88,4,241,6.25,3,8858.73,0,0.75,0.235,108.56209107872742,Nurture & Grow,1
12455,10,7,5376.39,0,28.00203125,34.67922320396509,2843,168,14.807291666666666,7,542,75.85714285714286,0,0.0,0,0.0,0.015,950.2938121200635,Protect & Reward,0
12456,75,1,940.1700000000001,0,22.9309756097561,24.476986518450147,445,41,10.853658536585366,1,75,0.0,0,0.0,0,0.0,0.295,37.471366432345604,Nurture & Grow,0
12457,54,4,1699.93,0,35.41520833333333,38.47128323825743,649,37,13.520833333333334,4,255,50.25,3,303.05,0,0.75,0.125,107.97150635085448,Nurture & Grow,1
12458,105,3,1272.01,0,19.569384615384614,14.088788858180273,750,58,11.538461538461538,3,308,67.66666666666667,0,0.0,0,0.0,0.17,54.752482915996325,Nurture & Grow,0
12459,425,1,454.36,1,19.754782608695653,9.623899167066622,258,23,11.217391304347826,1,425,0.0,0,0.0,0,0.0,0.9,2.577965798628229,Low-Cost Re-engage,0
12460,276,1,326.65,1,18.147222222222222,4.924920788321557,170,18,9.444444444444445,1,276,0.0,0,0.0,0,0.0,0.955,3.890273071476023,Low-Cost Re-engage,0
12462,123,1,762.11,0,19.05275,24.35605542433613,287,40,7.175,1,123,0.0,1,20.8,0,1.0,0.235,13.212190408013237,Nurture & Grow,1
12463,27,2,647.95,0,17.051315789473687,6.637908809033252,357,32,9.394736842105264,2,62,17.0,2,11.4,0,1.0,0.135,94.61997904392229,Nurture & Grow,1
12464,21,4,544.85,0,36.32333333333334,25.58968728292894,54,6,3.6,4,129,27.0,0,0.0,0,0.0,0.13,27.93363514239622,Nurture & Grow,0
12466,502,1,56.73,1,56.73,0.0,1,1,1.0,1,502,0.0,0,0.0,0,0.0,0.97,0.903315880709246,Low-Cost Re-engage,0
12467,243,1,132.8,1,14.755555555555556,4.604375937928807,129,9,14.333333333333334,1,243,0.0,1,132.8,0,1.0,0.86,2.245139868415733,Low-Cost Re-engage,1
12468,8,5,3670.7400000000002,1,24.471600000000002,29.66389372134767,2201,127,14.673333333333334,5,503,99.0,4,40.690000000000005,0,0.8,0.185,378.7245075194013,Protect & Reward,1
12469,343,2,3070.54,1,40.40184210526316,68.99477421197496,2552,76,33.578947368421055,2,357,7.0,0,0.0,0,0.0,0.78,0.9455078988650866,Low-Cost Re-engage,0
12470,510,1,211.95,1,9.215217391304348,4.907888705085107,95,23,4.130434782608695,1,510,0.0,0,0.0,0,0.0,0.99,0.5275828486196953,Low-Cost Re-engage,0
12471,31,62,28491.46,0,33.32334502923977,49.480946284786825,11704,189,13.688888888888888,62,553,8.403225806451612,43,1573.33,0,0.6935483870967742,0.035,6568.722795869274,Protect & Reward,1
12472,88,15,12726.02,0,19.88440625,14.20504828678903,8055,325,12.5859375,15,546,30.533333333333335,15,730.85,0,1.0,0.04,997.588394358679,Protect & Reward,1
12473,12,1,661.69,0,19.461470588235297,13.257538080415014,532,34,15.647058823529411,1,12,0.0,2,76.46000000000001,0,2.0,0.17,112.30759416091546,Nurture & Grow,1
12474,21,21,7767.79,0,17.734680365296803,10.329864250577415,4769,262,10.88812785388128,21,487,22.19047619047619,18,295.4,0,0.8571428571428571,0.0,1687.2798304420596,Protect & Reward,1
12475,230,1,426.26,0,17.0504,6.676448956343983,236,25,9.44,1,230,0.0,0,0.0,0,0.0,0.33,5.996842157536058,Nurture & Grow,0
12476,38,17,9712.59,0,26.537131147540983,24.414475140880484,4051,273,11.068306010928962,17,322,16.647058823529413,11,222.59999999999997,0,0.6470588235294118,0.025,1695.8825251146286,Protect & Reward,1
12477,59,5,11633.6,0,31.18927613941019,37.26358904561715,3833,249,10.276139410187668,5,443,76.6,1,4.199999999999999,0,0.2,0.09,1289.538012345326,Protect & Reward,1
12480,87,5,3770.4900000000002,0,22.851454545454548,27.82940509812057,2007,120,12.163636363636364,5,327,48.0,1,29.75,0,0.2,0.075,344.97869805461175,Protect & Reward,1
12481,25,12,9689.74,0,33.29807560137457,32.420631453907966,5798,207,19.924398625429554,12,427,33.5,3,144.36,0,0.25,0.01,1755.7244345960958,Protect & Reward,1
12482,396,29,23691.4,1,116.1343137254902,97.91981493379963,27042,42,132.55882352941177,29,474,2.6551724137931036,3,1797.8700000000001,0,0.10344827586206896,0.83,0.22646398855072622,Low-Cost Re-engage,1
12483,4,16,3926.81,0,38.49813725490196,30.455705694780956,1679,55,16.46078431372549,16,497,30.8125,6,172.86,0,0.375,0.005,773.9591252139669,Protect & Reward,1
12484,156,7,2965.4500000000003,0,13.121460176991151,16.509110618502824,1709,183,7.561946902654867,7,501,49.142857142857146,3,56.35,0,0.42857142857142855,0.03,228.3435832529916,Protect & Reward,1
12485,349,1,708.1,1,20.826470588235296,15.104591090600906,414,34,12.176470588235293,1,349,0.0,0,0.0,0,0.0,0.85,8.380526071690316,Low-Cost Re-engage,0
12486,252,1,1037.28,1,21.168979591836734,16.24287141652428,523,49,10.673469387755102,1,252,0.0,0,0.0,0,0.0,0.945,8.191243000075433,Low-Cost Re-engage,0
12487,551,1,285.3,1,142.65,93.55022715098025,174,2,87.0,1,551,0.0,1,25.5,0,1.0,0.915,1.4850523995569933,Low-Cost Re-engage,1
12489,156,1,334.93,1,22.328666666666667,8.673208227200645,105,15,7.0,1,156,0.0,0,0.0,0,0.0,0.915,6.929115071620921,Low-Cost Re-engage,0
12490,35,13,5601.43,0,20.221768953068594,13.355344589558294,3554,136,12.830324909747292,13,558,40.23076923076923,1,5.0,0,0.07692307692307693,0.025,1354.0489200297857,Protect & Reward,1
12492,223,1,452.0,0,20.545454545454547,13.3699548481172,252,22,11.454545454545455,1,223,0.0,0,0.0,0,0.0,0.28,6.62686337605875,Nurture & Grow,0
12493,17,1,232.5,0,19.375,6.879597636225802,88,12,7.333333333333333,1,17,0.0,1,16.95,0,1.0,0.14,28.725017004547137,Nurture & Grow,1
12494,16,6,1284.81,0,17.844583333333333,7.627527784651709,557,54,7.736111111111111,6,396,63.166666666666664,6,53.650000000000006,0,1.0,0.11,117.44797346535671,Nurture & Grow,1
12495,461,1,357.4,1,21.023529411764706,15.613867210422468,130,17,7.647058823529412,1,461,0.0,1,34.0,0,1.0,0.83,0.8538700424934695,Low-Cost Re-engage,1
12496,440,2,45.34,1,4.534000000000001,3.347885568202381,30,10,3.0,2,440,0.0,0,0.0,0,0.0,0.925,0.543941917540445,Low-Cost Re-engage,0
12497,221,2,5205.400000000001,0,121.05581395348838,84.68218461744836,4449,30,103.46511627906976,2,465,122.0,1,36.75,0,0.5,0.185,96.31294612286541,Nurture & Grow,1
12499,380,1,393.72,1,14.582222222222223,7.239477952562673,302,27,11.185185185185185,1,380,0.0,0,0.0,0,0.0,0.945,1.5971063123223792,Low-Cost Re-engage,0
12500,87,12,2907.59,0,28.229029126213593,43.25592795178173,1607,66,15.601941747572816,12,493,33.833333333333336,4,31.349999999999998,0,0.3333333333333333,0.1,330.0206150006624,Protect & Reward,1
12501,157,1,2169.39,1,14.559664429530201,11.642558487285982,1783,149,11.966442953020135,1,157,0.0,1,79.71,0,1.0,0.81,65.14315524424681,Low-Cost Re-engage,1
12502,38,3,1842.65,0,23.930519480519482,24.568790584382068,434,61,5.636363636363637,3,130,30.333333333333332,0,0.0,0,0.0,0.095,216.06863531516393,Protect & Reward,0
12503,404,1,1126.0,1,563.0,470.93311627024065,561,2,280.5,1,404,0.0,1,1126.0,0,1.0,0.935,6.038615758405972,Low-Cost Re-engage,1
12504,237,2,297.0,0,27.0,14.521983335619138,368,8,33.45454545454545,2,417,89.5,0,0.0,0,0.0,0.2,7.580090779008616,Nurture & Grow,0
12505,229,1,955.2,1,22.742857142857144,24.162507672083304,324,42,7.714285714285714,1,229,0.0,2,47.2,0,2.0,0.835,8.733100121389379,Low-Cost Re-engage,1
12506,53,1,73.5,1,3.1956521739130435,2.086586656124731,23,23,1.0,1,53,0.0,0,0.0,0,0.0,0.87,18.13437615890757,Low-Cost Re-engage,0
12507,119,2,985.41,0,24.03439024390244,19.042928221360878,581,40,14.170731707317072,2,405,143.0,0,0.0,0,0.0,0.3,15.850344047108198,Nurture & Grow,0
12509,104,1,176.5,1,25.214285714285715,18.9161684431977,55,7,7.857142857142857,1,104,0.0,0,0.0,0,0.0,0.875,3.866656684863797,Low-Cost Re-engage,0
12510,145,8,4876.5,0,34.58510638297872,91.60290043456224,1990,94,14.113475177304965,8,555,51.25,7,1488.69,0,0.875,0.09,160.192341811293,Protect & Reward,1
12511,249,1,3084.02,1,16.231684210526314,7.689958085027827,1753,190,9.226315789473684,1,249,0.0,1,18.25,0,1.0,0.845,14.838490140716921,Low-Cost Re-engage,1
12514,87,2,1597.76,1,19.02095238095238,13.268638958270511,840,76,10.0,2,462,187.0,0,0.0,0,0.0,0.855,16.37775303126794,Low-Cost Re-engage,0
12515,173,1,383.7,1,23.98125,22.111873695671594,131,16,8.1875,1,173,0.0,0,0.0,0,0.0,0.85,7.14294461845398,Low-Cost Re-engage,0
12516,1,3,1919.76,0,31.471475409836067,26.571617052540958,1422,42,23.311475409836067,3,419,139.33333333333334,0,0.0,0,0.0,0.11,138.8423484561101,Protect & Reward,0
12517,10,1,749.7,0,5.679545454545455,3.7166314600901527,413,125,3.128787878787879,1,10,0.0,0,0.0,0,0.0,0.055,137.5882642317774,Protect & Reward,0
12519,297,1,385.70000000000005,0,17.531818181818185,6.594559544383203,212,22,9.636363636363637,1,297,0.0,1,31.35,0,1.0,0.32,2.485115681194955,Nurture & Grow,1
12520,25,3,1697.56,0,16.642745098039214,11.48397998736602,945,94,9.264705882352942,3,94,22.666666666666668,1,51.75,0,0.3333333333333333,0.08,266.7621699775096,Protect & Reward,1
12523,73,16,3062.77,0,17.50154285714286,8.736333657022888,1669,127,9.537142857142857,16,552,29.9375,5,107.10000000000001,0,0.3125,0.025,516.4713063058874,Protect & Reward,1
12524,25,14,9473.77,0,47.36885,53.947140061187746,5602,130,28.01,14,489,33.142857142857146,1,34.75,0,0.07142857142857142,0.03,1791.410548231343,Protect & Reward,1
12525,318,3,973.73,1,16.228833333333334,10.667118031145783,509,56,8.483333333333333,3,467,49.666666666666664,5,138.54999999999998,0,1.6666666666666667,0.605,7.470887277248573,Low-Cost Re-engage,1
12527,115,4,671.72,0,23.162758620689655,19.288504884766347,513,24,17.689655172413794,4,349,58.5,0,0.0,0,0.0,0.185,26.070329174245003,Nurture & Grow,0
12528,97,2,771.66,0,17.53772727272727,9.502299565903462,358,38,8.136363636363637,2,133,18.0,1,6.2,0,0.5,0.16,27.540427374597186,Nurture & Grow,1
12529,348,1,316.48,1,15.07047619047619,3.985154295871712,192,21,9.142857142857142,1,348,0.0,1,4.7,0,1.0,0.91,1.2081806801518273,Low-Cost Re-engage,1
12530,54,7,2901.98,0,24.38638655462185,22.243714165651554,2127,76,17.873949579831933,7,462,58.285714285714285,2,30.75,0,0.2857142857142857,0.015,392.4330019276589,Protect & Reward,1
12531,506,1,1807.98,0,16.43618181818182,15.104209327739738,1074,110,9.763636363636364,1,506,0.0,1,34.15,0,1.0,0.67,1.0530689791176284,Low-Cost Re-engage,1
12533,448,2,1367.89,1,18.998472222222222,13.396626615505632,704,63,9.777777777777779,2,559,55.0,4,217.9,0,2.0,0.825,4.14864543944735,Low-Cost Re-engage,1
12535,7,1,371.45,0,20.63611111111111,9.99368632386815,115,18,6.388888888888889,1,7,0.0,0,0.0,0,0.0,0.525,31.87987527301471,Low-Cost Re-engage,0
12537,229,1,732.94,1,17.04511627906977,16.83166635387186,449,43,10.44186046511628,1,229,0.0,0,0.0,0,0.0,0.83,9.812183491484777,Low-Cost Re-engage,0
12538,198,1,276.5,0,21.26923076923077,12.811982322249788,145,13,11.153846153846153,1,198,0.0,0,0.0,0,0.0,0.32,5.197976908785015,Nurture & Grow,0
12539,82,6,10164.09,0,22.047917570498917,18.271323242867894,4089,247,8.869848156182213,6,536,75.66666666666667,1,1715.85,0,0.16666666666666666,0.065,1033.1339320218087,Protect & Reward,1
